videoId,categoryId,categoryName,觀看數,按讚數,留言數,影片長度(秒),每天觀看數
asAz0cIHj2k,1,電影與動畫_Film & Animation,38728742,697047,3450,27.0,1249314.2580645161
uk3Lsxw4oX4,1,電影與動畫_Film & Animation,901159,21301,129,35.0,37548.291666666664
pO9UAxN2I8g,2,汽車與車輛_Autos & Vehicles,4923418,1227,0,16.0,114498.09302325582
LVBEKf8qWz0,15,寵物與動物_Pets & Animals,38561869,620900,871,21.0,786976.918367347
q1GQNtKwo64,15,寵物與動物_Pets & Animals,62781330,253477,210,9.0,1793752.2857142857
EvTGDA7bheQ,15,寵物與動物_Pets & Animals,58475267,261428,80,11.0,1719860.794117647
pfNrOnmlJYw,15,寵物與動物_Pets & Animals,40501485,198534,28,16.0,1125041.25
uomQDqOHe_I,15,寵物與動物_Pets & Animals,26225196,443321,3596,47.0,655629.9
Ue2oZrVNFXU,22,部落格與人物_People & Blogs,35337436,185816,73,21.0,1104294.875
CFWsb1qKkYI,22,部落格與人物_People & Blogs,30060474,188194,75,20.0,858870.6857142857
LXyxrzSYj1c,22,部落格與人物_People & Blogs,25232214,249188,47,60.0,700894.8333333334
r9AvuWfA0YU,22,部落格與人物_People & Blogs,48604519,983603,595,47.0,1869404.576923077
j6pQK4r05D0,22,部落格與人物_People & Blogs,23770746,141767,0,34.0,819680.8965517242
rK5gw382qmU,22,部落格與人物_People & Blogs,41204569,250636,102,23.0,1420847.2068965517
I6pWNPJ0BVI,23,喜劇_Comedy,73377632,471793,171,27.0,1983179.2432432433
meVLql2IC8o,23,喜劇_Comedy,44814697,260316,141,21.0,1318079.3235294118
RaTvDPfueAE,24,娛樂_Entertainment,4508665,68949,4388,1626.0,145440.8064516129
uyOURYRodzI,24,娛樂_Entertainment,10619788,95474,664,11.0,279468.1052631579
QDGhxndape8,24,娛樂_Entertainment,6342947,46,2,21.0,166919.65789473685
7G6NEw6V0Js,24,娛樂_Entertainment,12985504,280473,313,20.0,371014.4
XNBASHoqMas,24,娛樂_Entertainment,6884250,103505,1784,19.0,202477.9411764706
jpoinEw8RgQ,24,娛樂_Entertainment,3339893,52815,557,43.0,95425.5142857143
Sx4OUBx-DVQ,24,娛樂_Entertainment,4208538,53984,776,23.0,135759.29032258064
CKofaCsTO54,24,娛樂_Entertainment,4146554,36723,539,13.0,125653.15151515152
M0rtFSZQys0,24,娛樂_Entertainment,2161938,12118,444,200.0,50277.62790697674
AZxtBlNBus8,24,娛樂_Entertainment,3158714,78138,325,60.0,87742.05555555556
ukXNQ_bIoIU,24,娛樂_Entertainment,1865503,18045,1794,6919.0,51819.52777777778
jtRU5ZhFdyc,24,娛樂_Entertainment,1540339,26033,2071,2096.0,35821.83720930233
rFKXBTZ5D-8,24,娛樂_Entertainment,5550496,23037,230,13.0,168196.84848484848
b1irRMa0lPM,26,生活風格與教學_Howto & Style,271984,4574,843,883.0,11332.666666666666
4v3MTstzdkw,28,自然與科技_Science & Technology,21843593,249315,374,29.0,661927.0606060605
