videoId,categoryId,categoryName,觀看數,按讚數,留言數,影片長度(秒),每天觀看數
eJQb9_dBRKc,1,電影與動畫_Film & Animation,14557915,224795,1796,49.0,441148.9393939394
asAz0cIHj2k,1,電影與動畫_Film & Animation,38726270,697033,3450,27.0,1249234.5161290322
PTMrK-7jumY,1,電影與動畫_Film & Animation,1748651,36572,142,56.0,54645.34375
yLQIGqrbXNU,1,電影與動畫_Film & Animation,6395647,99696,5364,46.0,199863.96875
FGuSIb97h48,2,汽車與車輛_Autos & Vehicles,269751,5766,676,1745.0,8701.645161290322
GfhJnGlE8BE,2,汽車與車輛_Autos & Vehicles,623832,6545,318,40.0,20123.612903225807
9in1caHZhFE,2,汽車與車輛_Autos & Vehicles,373185,5490,983,32.0,12439.5
pTVxUSXq8lg,15,寵物與動物_Pets & Animals,6202903,28419,6,12.0,193840.71875
LVBEKf8qWz0,15,寵物與動物_Pets & Animals,38560003,620863,871,21.0,786938.8367346938
AuBOjP93vwU,15,寵物與動物_Pets & Animals,732718,21024,353,60.0,23636.064516129034
SkirlRS0eHk,15,寵物與動物_Pets & Animals,8161678,41091,8,19.0,263279.93548387097
uomQDqOHe_I,15,寵物與動物_Pets & Animals,26223722,443316,3596,47.0,655593.05
WIvYETX0hBk,22,部落格與人物_People & Blogs,77543018,499427,610,15.0,1938575.45
8yj9PQdvgZM,22,部落格與人物_People & Blogs,64524881,358183,94,22.0,1792357.8055555555
fz1uIWwvcjg,23,喜劇_Comedy,76133979,438856,466,16.0,2057675.1081081082
aaD9f6YALHM,23,喜劇_Comedy,2923542,20237,13,18.0,94307.80645161291
BKGKg5Fk5Sw,23,喜劇_Comedy,39726642,299138,393,19.0,1045437.947368421
4MaPgEWdemY,24,娛樂_Entertainment,5397433,67977,389,57.0,122668.93181818182
bOgnCvUwpl4,24,娛樂_Entertainment,2105364,15,0,75.0,35684.13559322034
_CIOkUMGjeU,24,娛樂_Entertainment,5786368,60485,2149,26.0,165324.8
Uige3WZUPrw,24,娛樂_Entertainment,5656170,41038,371,14.0,148846.57894736843
AZxtBlNBus8,24,娛樂_Entertainment,3158628,78133,325,60.0,87739.66666666667
2nZdDIv_J1Q,24,娛樂_Entertainment,3096700,7,0,16.0,67319.56521739131
RekhyCvEZ5Y,24,娛樂_Entertainment,1334280,27828,1430,938.0,31768.571428571428
pn10Ra1SQsY,24,娛樂_Entertainment,4189584,57160,955,55.0,119702.4
M0rtFSZQys0,24,娛樂_Entertainment,2161596,12116,444,200.0,50269.67441860465
cWMoMeXuyDM,25,新聞與政治_News & Politics,325350,8466,781,816.0,10495.161290322581
C-NLr6U6-RY,25,新聞與政治_News & Politics,355574,5724,440,893.0,11470.129032258064
q16e36bML7E,26,生活風格與教學_Howto & Style,24937996,46,0,16.0,656263.052631579
tarr7JEglxA,26,生活風格與教學_Howto & Style,341105,5781,141,898.0,11003.387096774193
ozSO_VzvHzc,28,自然與科技_Science & Technology,1387415,17209,282,58.0,43356.71875
