videoId,categoryId,categoryName,觀看數,按讚數,留言數,影片長度(秒),每天觀看數
YyI8K_Ds6pQ,1,電影與動畫_Film & Animation,131074999,1128207,3175,27.0,3276874.975
asAz0cIHj2k,1,電影與動畫_Film & Animation,38726268,697032,3450,27.0,1249234.4516129033
9oNkS30MzHI,2,汽車與車輛_Autos & Vehicles,27785205,63,0,31.0,479055.2586206897
czt_OmTh8cg,2,汽車與車輛_Autos & Vehicles,15777915,0,0,16.0,276805.5263157895
bNeh1uXwIoY,15,寵物與動物_Pets & Animals,3744863,27225,165,26.0,113480.69696969698
u0dk_uA8V-I,15,寵物與動物_Pets & Animals,51425873,230019,60,16.0,1224425.5476190476
RhKwxCtMXF4,15,寵物與動物_Pets & Animals,139576290,696215,718,13.0,3404299.7560975607
Jm3e61_1o3M,15,寵物與動物_Pets & Animals,1676734,27227,507,17.0,52397.9375
MtQFUF_LvAc,15,寵物與動物_Pets & Animals,839067,0,166,45.0,26220.84375
4ZXLtrbb2Pg,15,寵物與動物_Pets & Animals,207549,2545,148,1320.0,6485.90625
_i1_0hLyj9M,15,寵物與動物_Pets & Animals,167879,3023,391,643.0,5246.21875
rOrIui876RU,15,寵物與動物_Pets & Animals,643212,8143,247,67.0,20100.375
AXMSoC8_gEs,15,寵物與動物_Pets & Animals,308695,11650,170,56.0,9646.71875
oyZ7DFeXwr4,22,部落格與人物_People & Blogs,44349908,573611,250,60.0,1055950.1904761905
B8SuAVYJ1LY,22,部落格與人物_People & Blogs,1917331,42446,608,43.0,59916.59375
OKYt2IFTtBA,22,部落格與人物_People & Blogs,945809,16886,108,44.0,29556.53125
eXU5BDrkfck,23,喜劇_Comedy,9217292,152821,360,60.0,288040.375
f94uXekQy40,23,喜劇_Comedy,1639993,19345,2774,1661.0,51249.78125
BKGKg5Fk5Sw,23,喜劇_Comedy,39726642,299138,393,19.0,1045437.947368421
afV4yFIKK08,23,喜劇_Comedy,32741975,275955,459,14.0,798584.756097561
i5aXL8YKFOE,24,娛樂_Entertainment,41894502,476203,1053,20.0,1074218.0
lACc63nfn6s,24,娛樂_Entertainment,7373961,2,1,18.0,124982.38983050847
uyOURYRodzI,24,娛樂_Entertainment,10618674,95466,664,11.0,279438.7894736842
3RS6waLl9oM,24,娛樂_Entertainment,3181621,46637,2341,1460.0,70702.6888888889
7igBkv_VFtk,24,娛樂_Entertainment,7658439,82670,299,19.0,191460.975
4MaPgEWdemY,24,娛樂_Entertainment,5397432,67977,389,57.0,122668.90909090909
PmqDWnavkaY,25,新聞與政治_News & Politics,1097183,21904,786,29.0,34286.96875
BPAmLn0b8QQ,25,新聞與政治_News & Politics,259105,3453,467,4421.0,8358.225806451614
82cJyQ0H_RQ,25,新聞與政治_News & Politics,200786,8963,265,1307.0,6476.967741935484
hzudyxNeIcA,25,新聞與政治_News & Politics,156605,10602,88,7231.0,5051.774193548387
A-cB7Co-e34,25,新聞與政治_News & Politics,226833,13596,150,7241.0,7317.193548387097
fHDxk2xdoBM,26,生活風格與教學_Howto & Style,933144,14410,696,1445.0,29160.75
UbXrA_TvMZw,26,生活風格與教學_Howto & Style,2073383,42658,205,60.0,64793.21875
