videoId,categoryId,categoryName,觀看數,按讚數,留言數,影片長度(秒),每天觀看數
1mRLtVI1WCY,1,電影與動畫_Film & Animation,6408119,104920,2272,58.0,188474.08823529413
eJQb9_dBRKc,1,電影與動畫_Film & Animation,14557200,224792,1796,49.0,441127.2727272727
9oNkS30MzHI,2,汽車與車輛_Autos & Vehicles,27782025,63,0,31.0,479000.4310344828
u0dk_uA8V-I,15,寵物與動物_Pets & Animals,51425869,230018,60,16.0,1224425.4523809524
RhKwxCtMXF4,15,寵物與動物_Pets & Animals,139576290,696203,718,13.0,3404299.7560975607
l1rCrziqxuY,15,寵物與動物_Pets & Animals,68390007,340178,136,12.0,1519777.9333333333
oyZ7DFeXwr4,22,部落格與人物_People & Blogs,44349908,573605,250,60.0,1055950.1904761905
I6pWNPJ0BVI,23,喜劇_Comedy,73375543,471784,171,27.0,1983122.7837837837
afV4yFIKK08,23,喜劇_Comedy,32741975,275955,459,14.0,798584.756097561
UUc-7V4V2w4,23,喜劇_Comedy,32744306,264902,235,20.0,696687.3617021276
BKGKg5Fk5Sw,23,喜劇_Comedy,39726603,299138,393,19.0,1045436.9210526316
01ySRsLa8AQ,23,喜劇_Comedy,25481897,218315,216,18.0,606711.8333333334
i5aXL8YKFOE,24,娛樂_Entertainment,41894500,476190,1053,20.0,1074217.9487179487
lACc63nfn6s,24,娛樂_Entertainment,7373961,2,1,18.0,124982.38983050847
PdtOgJ8Y9n8,24,娛樂_Entertainment,2673948,36854,2962,1948.0,50451.84905660377
7igBkv_VFtk,24,娛樂_Entertainment,7658432,82669,299,19.0,191460.8
uyOURYRodzI,24,娛樂_Entertainment,10618508,95462,664,11.0,279434.4210526316
4MaPgEWdemY,24,娛樂_Entertainment,5397335,67974,389,57.0,122666.70454545454
9SQWLC1UQGY,24,娛樂_Entertainment,4521561,19170,335,13.0,83732.61111111111
vTMeE1uFS3A,24,娛樂_Entertainment,4913133,50613,412,19.0,106807.23913043478
SvgJqUiPIEw,24,娛樂_Entertainment,4534216,64650,317,19.0,100760.35555555555
M66S6Ff0tTg,24,娛樂_Entertainment,3002163,13,1,31.0,50036.05
6_r6ZEqNttE,25,新聞與政治_News & Politics,3831159,0,0,39.0,100819.97368421052
q16e36bML7E,26,生活風格與教學_Howto & Style,24938001,46,0,16.0,656263.1842105263
jQeirPWE9H4,28,自然與科技_Science & Technology,9605613,116493,496,17.0,266822.5833333333
