videoId,categoryId,categoryName,觀看數,按讚數,留言數,影片長度(秒),每天觀看數
FYBSJB6WMec,2,汽車與車輛_Autos & Vehicles,10516891,96,8,68.0,269663.8717948718
pO9UAxN2I8g,2,汽車與車輛_Autos & Vehicles,4923469,1227,0,16.0,114499.27906976744
IslN18VtIhg,10,音樂_Music,58938771,512063,255,43.0,2266875.8076923075
oGxfpnvrczk,10,音樂_Music,3521758,60874,280,18.0,167702.7619047619
UoxhuV59PcA,17,運動_Sports,29400606,225237,3772,29.0,1130792.5384615385
rOoctZdvyro,22,部落格與人物_People & Blogs,47806132,299842,383,21.0,1770597.4814814816
r9AvuWfA0YU,22,部落格與人物_People & Blogs,48604730,983658,595,47.0,1869412.6923076923
rK5gw382qmU,22,部落格與人物_People & Blogs,41204579,250644,102,23.0,1420847.551724138
avd1cxh8COw,23,喜劇_Comedy,81113834,536660,265,24.0,2797028.7586206896
XJ6FxKgSjFo,23,喜劇_Comedy,56847915,217280,125,7.0,1894930.5
RaTvDPfueAE,24,娛樂_Entertainment,4508681,68948,4388,1626.0,145441.32258064515
QDGhxndape8,24,娛樂_Entertainment,6342946,46,2,21.0,166919.63157894736
EceuDleKGxA,24,娛樂_Entertainment,8927938,33214,0,9.0,270543.57575757575
BwbGQXKDUkQ,24,娛樂_Entertainment,8010678,108687,1333,20.0,276230.275862069
0BGwYS3G1cw,24,娛樂_Entertainment,4922471,55657,532,27.0,153827.21875
Yr9348pJmfo,24,娛樂_Entertainment,4923141,58908,795,18.0,144798.26470588235
WdEGWO5SQEw,24,娛樂_Entertainment,5821611,114204,1335,60.0,242567.125
pn10Ra1SQsY,24,娛樂_Entertainment,4189750,57164,955,55.0,119707.14285714286
X4LCP3yeJco,24,娛樂_Entertainment,5856709,31,0,88.0,177476.0303030303
p3mhvjD38Pw,24,娛樂_Entertainment,3740541,71051,566,56.0,128984.1724137931
M0rtFSZQys0,24,娛樂_Entertainment,2162155,12118,444,200.0,50282.67441860465
rFKXBTZ5D-8,24,娛樂_Entertainment,5550789,23037,230,13.0,168205.72727272726
ukXNQ_bIoIU,24,娛樂_Entertainment,1865583,18046,1794,6919.0,51821.75
