videoId,categoryId,categoryName,觀看數,按讚數,留言數,影片長度(秒),每天觀看數
xOEAeh6tDEI,1,電影與動畫_Film & Animation,21098624,198559,1333,42.0,540990.358974359
bo8NDvnfnJY,2,汽車與車輛_Autos & Vehicles,555498,7228,670,634.0,21365.30769230769
FbftprzW4Fg,2,汽車與車輛_Autos & Vehicles,120845,3124,160,158.0,4647.884615384615
1p2q2z3Xpm4,2,汽車與車輛_Autos & Vehicles,148355,2356,716,1250.0,5705.961538461538
arLctpvW6bQ,15,寵物與動物_Pets & Animals,497271,0,717,114.0,19125.80769230769
icVQRjGOPXk,15,寵物與動物_Pets & Animals,1354558,4548,3,4.0,52098.38461538462
q1GQNtKwo64,15,寵物與動物_Pets & Animals,62777782,253475,210,9.0,1793650.9142857143
pfNrOnmlJYw,15,寵物與動物_Pets & Animals,40498239,198521,28,16.0,1124951.0833333333
EvTGDA7bheQ,15,寵物與動物_Pets & Animals,58471163,261424,80,11.0,1719740.0882352942
uomQDqOHe_I,15,寵物與動物_Pets & Animals,26224572,443319,3596,47.0,655614.3
HLUIfWDXSDY,17,運動_Sports,1166792,12140,511,54.0,43214.51851851852
k3HcpyBSbEI,17,運動_Sports,1387027,11581,548,59.0,51371.37037037037
7bZLAthbLvk,17,運動_Sports,581399,3319,10,12045.0,23255.96
MP8y2ywznXk,17,運動_Sports,813792,4848,239,41.0,30140.444444444445
EXb-2u03k90,17,運動_Sports,2109158,18147,1199,30.0,81121.46153846153
oE8evG3SU_Q,17,運動_Sports,287057,3536,451,562.0,11040.653846153846
Ue2oZrVNFXU,22,部落格與人物_People & Blogs,35337111,185815,73,21.0,1104284.71875
PSpQgWMkpR8,22,部落格與人物_People & Blogs,801204,5546,4726,1846.0,30815.53846153846
GYg6J8aD68c,22,部落格與人物_People & Blogs,665296,6914,202,1217.0,25588.30769230769
fz1uIWwvcjg,23,喜劇_Comedy,76134020,438856,466,16.0,2057676.2162162163
I6pWNPJ0BVI,23,喜劇_Comedy,73376704,471790,171,27.0,1983154.1621621621
meVLql2IC8o,23,喜劇_Comedy,44810211,260304,141,21.0,1317947.3823529412
Nc-qCDLUjKs,23,喜劇_Comedy,1580158,32442,153,58.0,58524.37037037037
RaTvDPfueAE,24,娛樂_Entertainment,4508338,68948,4388,1626.0,145430.25806451612
uyOURYRodzI,24,娛樂_Entertainment,10618903,95471,664,11.0,279444.8157894737
7igBkv_VFtk,24,娛樂_Entertainment,7658741,82673,299,19.0,191468.525
QDGhxndape8,24,娛樂_Entertainment,6342947,46,2,21.0,166919.65789473685
XNBASHoqMas,24,娛樂_Entertainment,6884053,103504,1784,19.0,202472.14705882352
2we0p0-DF84,24,娛樂_Entertainment,1595353,33092,3331,4994.0,61359.730769230766
pn10Ra1SQsY,24,娛樂_Entertainment,4189628,57161,955,55.0,119703.65714285715
jpoinEw8RgQ,24,娛樂_Entertainment,3339880,52815,557,43.0,95425.14285714286
CKofaCsTO54,24,娛樂_Entertainment,4146392,36724,539,13.0,125648.24242424243
AZxtBlNBus8,24,娛樂_Entertainment,3158677,78136,325,60.0,87741.02777777778
Sx4OUBx-DVQ,24,娛樂_Entertainment,4208477,53984,776,23.0,135757.32258064515
M0rtFSZQys0,24,娛樂_Entertainment,2161703,12116,444,200.0,50272.16279069767
jtRU5ZhFdyc,24,娛樂_Entertainment,1540314,26032,2071,2096.0,35821.25581395349
GjTkqaXMYAc,25,新聞與政治_News & Politics,430733,3464,923,2122.0,16566.653846153848
H2cUaJBt4cI,25,新聞與政治_News & Politics,341058,3400,719,1652.0,13117.615384615385
XWX_Hps55pc,25,新聞與政治_News & Politics,289414,5093,153,2892.0,11131.307692307691
fOT5TCIBjNc,25,新聞與政治_News & Politics,276802,2647,10,29509.0,11072.08
C7Sm6zUZDt8,25,新聞與政治_News & Politics,206269,13358,130,7286.0,7933.423076923077
TVAIibKvyrM,25,新聞與政治_News & Politics,467451,8421,727,1090.0,17978.884615384617
BPvnsXOfr1M,25,新聞與政治_News & Politics,164084,13405,192,7291.0,6310.923076923077
SsrQuTUko2Y,25,新聞與政治_News & Politics,155740,2910,97,7598.0,5990.0
q16e36bML7E,26,生活風格與教學_Howto & Style,24937996,46,0,16.0,656263.052631579
akR_QQcVEMc,26,生活風格與教學_Howto & Style,1393352,10202,80,61.0,51605.62962962963
XGZzpH3Az1Y,26,生活風格與教學_Howto & Style,716571,12301,904,1068.0,27560.423076923078
431gbqFGeOw,26,生活風格與教學_Howto & Style,1411890,13085,444,6.0,54303.46153846154
GkLk1davceI,26,生活風格與教學_Howto & Style,516285,17897,847,231.0,19857.115384615383
me-DIX_Zpbk,26,生活風格與教學_Howto & Style,456483,5845,193,2110.0,17557.03846153846
4v3MTstzdkw,28,自然與科技_Science & Technology,21841877,249311,374,29.0,661875.0606060605
