videoId,categoryId,categoryName,觀看數,按讚數,留言數,影片長度(秒),每天觀看數
asAz0cIHj2k,1,電影與動畫_Film & Animation,38728789,697049,3450,27.0,1249315.7741935484
FYBSJB6WMec,2,汽車與車輛_Autos & Vehicles,10516890,96,8,68.0,269663.8461538461
pO9UAxN2I8g,2,汽車與車輛_Autos & Vehicles,4923484,1227,0,16.0,114499.62790697675
mGonk6Ek3cE,2,汽車與車輛_Autos & Vehicles,4397419,1654,0,16.0,102265.55813953489
IslN18VtIhg,10,音樂_Music,58935180,512057,255,43.0,2266737.6923076925
EvTGDA7bheQ,15,寵物與動物_Pets & Animals,58476387,261433,80,11.0,1719893.7352941176
q1GQNtKwo64,15,寵物與動物_Pets & Animals,62783266,253480,210,9.0,1793807.6
uomQDqOHe_I,15,寵物與動物_Pets & Animals,26225205,443321,3596,47.0,655630.125
yvupdfzoOqE,15,寵物與動物_Pets & Animals,44705238,289649,165,25.0,1397038.6875
UoxhuV59PcA,17,運動_Sports,29399333,225233,3772,29.0,1130743.576923077
e5vrS8ZiRGc,20,遊戲_Gaming,1458380,27631,58,41.0,63407.82608695652
c7-hx_4NX74,20,遊戲_Gaming,2023156,39704,96,41.0,91961.63636363637
rOoctZdvyro,22,部落格與人物_People & Blogs,47806132,299842,383,21.0,1770597.4814814816
udHci_wDyJU,22,部落格與人物_People & Blogs,34650933,160816,36,13.0,1082841.65625
r9AvuWfA0YU,22,部落格與人物_People & Blogs,48604730,983636,595,47.0,1869412.6923076923
Ue2oZrVNFXU,22,部落格與人物_People & Blogs,35337446,185816,73,21.0,1104295.1875
rK5gw382qmU,22,部落格與人物_People & Blogs,41204579,250639,102,23.0,1420847.551724138
j6pQK4r05D0,22,部落格與人物_People & Blogs,23770746,141767,0,34.0,819680.8965517242
wHJXfTjIln8,23,喜劇_Comedy,79966222,515896,135,35.0,2423218.8484848486
eei3hwbd6B4,23,喜劇_Comedy,53354648,322486,144,24.0,1839815.448275862
XJ6FxKgSjFo,23,喜劇_Comedy,56847614,217280,125,7.0,1894920.4666666666
meVLql2IC8o,23,喜劇_Comedy,44818586,260321,141,21.0,1318193.705882353
RaTvDPfueAE,24,娛樂_Entertainment,4508681,68949,4388,1626.0,145441.32258064515
QDGhxndape8,24,娛樂_Entertainment,6342947,46,2,21.0,166919.65789473685
7G6NEw6V0Js,24,娛樂_Entertainment,12986456,280486,313,20.0,371041.6
EceuDleKGxA,24,娛樂_Entertainment,8927937,33214,0,9.0,270543.54545454547
0BGwYS3G1cw,24,娛樂_Entertainment,4922471,55657,532,27.0,153827.21875
Yr9348pJmfo,24,娛樂_Entertainment,4923079,58908,795,18.0,144796.4411764706
pn10Ra1SQsY,24,娛樂_Entertainment,4189749,57164,955,55.0,119707.11428571428
jpoinEw8RgQ,24,娛樂_Entertainment,3339902,52816,557,43.0,95425.77142857143
Sx4OUBx-DVQ,24,娛樂_Entertainment,4208546,53984,776,23.0,135759.5483870968
M0rtFSZQys0,24,娛樂_Entertainment,2162155,12118,444,200.0,50282.67441860465
p3mhvjD38Pw,24,娛樂_Entertainment,3740541,71051,566,56.0,128984.1724137931
ukXNQ_bIoIU,24,娛樂_Entertainment,1865517,18046,1794,6919.0,51819.916666666664
AZxtBlNBus8,24,娛樂_Entertainment,3158733,78138,325,60.0,87742.58333333333
4v3MTstzdkw,28,自然與科技_Science & Technology,21843633,249315,374,29.0,661928.2727272727
